Platform,Name
2600,1
3DS,7
And,2
BRW,1
DC,3
DS,696
DSi,2
DSiW,194
GEN,2
GIZ,2
Linux,7
Lynx,1
MS,1
Mob,2
N64,1
NES,1
NGage,1
OSX,16
PC,632
PS,1
PS2,185
PS3,187
PSN,522
PSP,259
PSV,5
S32X,1
VC,156
WW,146
Wii,398
WiiU,1
WinP,1
X360,201
XBL,872
