Genre,Total_Shipped
Action,19.990000000000006
Action-Adventure,6.050000000000001
Adventure,8.590000000000002
Fighting,2.41
MMO,0.0
Misc,3.71
Music,0.15
Party,0.0
Platform,31.729999999999993
Puzzle,1.4300000000000002
Racing,18.24
Role-Playing,30.939999999999998
Shooter,27.520000000000007
Simulation,6.590000000000001
Sports,4.7
Strategy,6.010000000000001
Visual Novel,0.19
