Genre,Total_Shipped
Action,2.7699999999999996
Action-Adventure,0.26
Adventure,4.56
Fighting,0.0
Misc,2.48
Music,0.32
Platform,8.209999999999999
Puzzle,0.0
Racing,0.29000000000000004
Role-Playing,37.81
Shooter,3.6
Simulation,5.75
Sports,2.32
Strategy,9.209999999999999
