Genre,Total_Shipped
Action,1.48
Action-Adventure,0.0
Adventure,1.72
Fighting,0.0
Misc,0.0
Platform,36.7
Puzzle,0.0
Racing,7.3999999999999995
Role-Playing,1.7
Shooter,0.0
Simulation,3.12
Sports,2.19
Strategy,0.0
