Genre,Total_Shipped
Action,3.0500000000000003
Action-Adventure,0.15
Adventure,8.68
Fighting,5.14
Misc,4.1
Party,0.0
Platform,17.53
Puzzle,0.32
Racing,0.49
Role-Playing,7.38
Shooter,3.15
Simulation,3.0500000000000003
Sports,0.0
Strategy,6.22
