Genre,Total_Shipped
Action,0.0
Action-Adventure,0.0
Adventure,1.42
Education,0.0
Fighting,2.0
Misc,0.0
Platform,18.720000000000002
Puzzle,0.0
Racing,0.0
Role-Playing,3.12
Shooter,0.0
Simulation,0.0
Sports,0.0
Strategy,0.3
