Genre,Total_Shipped
Action,0.0
Adventure,4.61
Fighting,6.3
Misc,2.31
Platform,23.52
Puzzle,4.87
Racing,8.76
Role-Playing,12.299999999999999
Shooter,1.65
Simulation,0.0
Sports,0.0
Strategy,0.18
Visual Novel,0.58
