Genre,Total_Shipped
Action,0.0
Action-Adventure,0.45
Adventure,0.0
Misc,0.0
Platform,0.0
Puzzle,7.7
Racing,0.0
Role-Playing,0.0
Shooter,0.0
Simulation,0.45
Sports,0.0
Strategy,0.0
