Platform,Name
2600,13
7800,18
ACPC,2
AST,5
Amig,3
C64,1
GEN,3
Int,4
MS,50
MSD,2
MSX,1
NES,115
PC,45
PCE,12
PS2,1
PS3,1
PSP,1
VC,1
WW,1
XBL,1
ZXS,2
