Platform,Name
2600,1
3DS,1
7800,2
ACPC,2
AST,3
Amig,4
C64,3
DS,1
DSiW,4
GB,139
GEN,112
GG,50
Lynx,21
MS,38
MSD,2
NES,158
NG,18
PC,83
PCE,81
PS3,1
PSN,2
SCD,5
SNES,45
VC,1
WW,2
X360,2
XBL,3
ZXS,2
