Genre,Name
Action,446
Action-Adventure,85
Adventure,207
Education,1
Fighting,44
MMO,7
Misc,1273
Music,26
Party,1
Platform,80
Puzzle,129
Racing,56
Role-Playing,173
Sandbox,1
Shooter,105
Simulation,69
Sports,82
Strategy,101
Visual Novel,19
