Genre,Name
Action,301
Action-Adventure,1
Adventure,222
Fighting,77
Misc,267
Music,1
Party,2
Platform,117
Puzzle,119
Racing,172
Role-Playing,171
Shooter,160
Simulation,133
Sports,239
Strategy,130
