Platform,Name
2600,2
7800,3
ACPC,2
Amig,2
C64,4
DS,1
GEN,2
Int,5
MS,26
NES,55
PC,33
PS,1
PS3,2
PSN,1
SAT,1
SNES,4
X360,2
