Genre,Total_Shipped
Action,1.0
Adventure,4.38
Fighting,0.0
Misc,0.0
Platform,9.02
Puzzle,0.0
Racing,2.14
Role-Playing,0.0
Shooter,0.0
Simulation,0.0
Sports,2.42
Strategy,0.0
