Genre,Total_Shipped
Action,25.53000000000001
Action-Adventure,16.44
Adventure,1.76
Board Game,0.0
Fighting,4.94
MMO,0.0
Misc,0.2
Music,0.0
Party,2.86
Platform,14.989999999999998
Puzzle,0.2
Racing,15.6
Role-Playing,17.929999999999993
Shooter,48.08
Simulation,5.300000000000001
Sports,1.08
Strategy,1.4200000000000002
Visual Novel,0.8899999999999999
