Platform,Name
2600,1
3DS,1
AJ,1
DC,16
DS,20
GBA,315
GC,119
GIZ,1
Mob,1
NG,3
NGage,18
OSX,3
PC,407
PS,20
PS2,462
PS3,5
PSN,1
PSP,8
SCD,3
SNES,2
WS,2
WW,1
Wii,4
X360,3
XB,194
