Genre,Name
Action,222
Action-Adventure,105
Adventure,142
Board Game,5
Fighting,80
MMO,11
Misc,52
Music,25
Party,16
Platform,111
Puzzle,79
Racing,83
Role-Playing,169
Sandbox,2
Shooter,70
Simulation,88
Sports,98
Strategy,57
Visual Novel,67
