Genre,Total_Shipped
Action,6.6
Action-Adventure,1.1
Adventure,10.370000000000001
Fighting,8.99
Misc,8.26
Music,3.04
Party,0.0
Platform,34.02
Puzzle,2.59
Racing,4.67
Role-Playing,24.72
Shooter,2.14
Simulation,4.14
Sports,56.01
Strategy,3.59
Visual Novel,0.19
