Platform,Name
3DS,6
And,12
Arc,1
DC,1
DS,13
DSiW,2
GB,5
GBA,8
GC,3
GEN,2
GIZ,1
Linux,16
NES,2
NS,2
OSX,32
Ouya,2
PC,82
PCFX,1
PS2,4
PS3,25
PS4,14
PSN,5
PSP,6
PSV,13
SAT,1
SCD,1
SNES,2
VC,1
WW,6
Wii,11
WiiU,8
X360,27
XBL,4
XOne,12
