Genre,Total_Shipped
Action,6.34
Adventure,0.0
Fighting,7.22
Misc,9.23
Platform,10.899999999999999
Puzzle,0.15
Racing,12.719999999999999
Role-Playing,25.760000000000005
Shooter,1.68
Simulation,4.63
Sports,1.47
Strategy,0.18
Visual Novel,0.0
