Platform,Name
2600,3
3DS,1
5200,1
AJ,1
And,1
DC,2
DS,284
DSiW,1
GBA,167
GC,57
GIZ,2
Lynx,1
NG,1
NGage,3
OSX,4
PC,484
PS,2
PS2,477
PS3,23
PSN,17
PSP,258
SCD,1
VC,36
WW,2
Wii,38
X360,97
XB,113
XBL,34
iQue,1
