Genre,Name
Action,572
Action-Adventure,5
Adventure,481
Fighting,120
Misc,844
Music,2
Party,2
Platform,195
Puzzle,448
Racing,239
Role-Playing,315
Shooter,430
Simulation,266
Sports,352
Strategy,233
Visual Novel,3
