Genre,Total_Shipped
Action,0.0
Adventure,0.0
Fighting,0.0
Misc,1.28
Platform,21.320000000000004
Puzzle,37.78
Racing,0.0
Role-Playing,2.0
Shooter,0.0
Simulation,0.0
Sports,5.13
Strategy,0.0
