Genre,Name
Action,121
Action-Adventure,1
Adventure,70
Education,2
Fighting,109
Misc,126
Platform,191
Puzzle,54
Racing,47
Role-Playing,97
Shooter,80
Simulation,43
Sports,171
Strategy,51
