Genre,Total_Shipped
Action,6.79
Action-Adventure,0.38
Adventure,7.370000000000001
Fighting,16.299999999999997
MMO,4.0
Misc,5.75
Music,2.86
Platform,6.5600000000000005
Puzzle,0.7
Racing,43.660000000000004
Role-Playing,18.47
Shooter,17.799999999999997
Simulation,4.800000000000001
Sports,27.0
Strategy,1.4
Visual Novel,0.0
