Platform,Name
AJ,1
DC,3
DS,124
GBA,248
GC,117
GIZ,14
Mob,1
NGage,21
OSX,1
PC,411
PS2,487
PS3,2
PSN,2
PSP,121
WW,1
Wii,3
X360,25
XB,222
XBL,17
