Genre,Name
Action,259
Action-Adventure,56
Adventure,174
Fighting,35
MMO,5
Misc,95
Music,25
Party,4
Platform,57
Puzzle,45
Racing,30
Role-Playing,172
Shooter,88
Simulation,52
Sports,71
Strategy,57
Visual Novel,13
