Genre,Total_Shipped
Action,0.0
Adventure,0.0
Fighting,0.0
Misc,0.0
Platform,20.990000000000002
Puzzle,11.34
Racing,0.0
Role-Playing,6.199999999999999
Shooter,1.2
Simulation,0.0
Sports,3.6
Strategy,0.0
