Genre,Total_Shipped
Action,13.65
Action-Adventure,0.15
Adventure,2.4600000000000004
Fighting,6.05
Misc,3.23
Music,0.0
Party,0.95
Platform,5.5600000000000005
Puzzle,2.79
Racing,35.36
Role-Playing,24.06
Shooter,0.0
Simulation,36.199999999999996
Sports,5.63
Strategy,1.15
Visual Novel,0.0
