Platform,Name
3DO,15
3DS,1
AJ,2
Amig,1
Arc,3
CDi,2
DS,4
DSiW,1
FMT,1
GB,136
GBA,1
GEN,167
GG,58
Linux,1
Lynx,6
MS,48
MSD,2
Mob,1
NES,65
NG,6
OSX,1
PC,109
PCE,44
PS3,2
PSN,4
PSP,3
SCD,80
SNES,267
TG16,1
VC,4
WW,1
Wii,1
WiiU,1
XBL,2
XOne,1
iQue,1
