Genre,Total_Shipped
Action,18.409999999999997
Action-Adventure,6.18
Adventure,2.57
Education,0.11
Fighting,15.279999999999998
MMO,3.3
Misc,20.980000000000004
Music,0.23
Party,0.31
Platform,11.21
Puzzle,3.3000000000000003
Racing,12.1
Role-Playing,26.909999999999993
Sandbox,0.2
Shooter,3.88
Simulation,8.040000000000001
Sports,0.11
Strategy,4.359999999999999
Visual Novel,0.28
