Genre,Name
Action,284
Action-Adventure,2
Adventure,161
Fighting,71
Misc,241
Music,1
Party,4
Platform,114
Puzzle,66
Racing,136
Role-Playing,155
Shooter,187
Simulation,73
Sports,198
Strategy,127
Visual Novel,1
