Platform,Name
2600,9
7800,9
ACPC,1
AST,3
Amig,3
Arc,1
C64,2
DS,3
FMT,1
GB,13
GBA,1
GEN,22
GG,1
GIZ,1
Int,2
Lynx,6
MS,31
MSD,4
MSX,1
NES,155
PC,79
PCE,71
PS3,1
PSN,2
SCD,1
TG16,1
VC,1
WW,2
X360,3
XBL,5
ZXS,1
