Genre,Name
Action,318
Action-Adventure,24
Adventure,193
Board Game,5
Fighting,84
MMO,12
Misc,43
Music,27
Party,16
Platform,92
Puzzle,73
Racing,81
Role-Playing,160
Shooter,120
Simulation,81
Sports,68
Strategy,64
Visual Novel,25
