Genre,Total_Shipped
Action,11.04
Action-Adventure,0.14
Adventure,4.21
Education,0.0
Fighting,9.45
MMO,1.12
Misc,1.91
Party,0.18
Platform,8.590000000000002
Puzzle,1.38
Racing,22.16
Role-Playing,27.99
Sandbox,0.36
Shooter,6.3
Simulation,0.36
Sports,1.18
Strategy,6.640000000000001
