Platform,Name
3DO,2
3DS,3
5200,1
Arc,2
DC,4
DS,555
GBA,52
GC,6
GIZ,2
MS,3
Mob,2
NG,2
OSX,2
PC,492
PS2,391
PS3,104
PSN,69
PSP,211
VC,213
WW,1
Wii,204
WiiU,1
X360,148
XB,9
XBL,85
iOS,1
iQue,8
