Genre,Total_Shipped
Action,7.02
Action-Adventure,1.1400000000000001
Adventure,6.09
Education,0.22
Fighting,2.41
MMO,3.73
Misc,73.32000000000001
Platform,22.909999999999993
Puzzle,2.99
Racing,1.82
Role-Playing,26.94
Sandbox,0.23
Shooter,33.67
Simulation,1.98
Sports,4.74
Strategy,1.3399999999999999
