Platform,Name
2600,1
3DS,1
And,1
DC,26
DS,4
DSiW,1
GB,2
GBA,281
GC,179
GIZ,1
Mob,1
NG,3
NGage,14
OSX,3
PC,396
PS,115
PS2,462
PS3,4
PSN,2
PSP,3
PSV,4
WS,11
Wii,1
X360,4
XB,216
XBL,1
iQue,1
