Genre,Name
Action,199
Action-Adventure,3
Adventure,221
Fighting,65
MMO,2
Misc,190
Party,1
Platform,99
Puzzle,48
Racing,101
Role-Playing,121
Shooter,180
Simulation,68
Sports,186
Strategy,125
Visual Novel,2
