Genre,Total_Shipped
Action,25.81000000000001
Action-Adventure,8.27
Adventure,4.330000000000001
Fighting,4.95
MMO,0.0
Misc,6.400000000000001
Music,0.15
Party,0.3
Platform,8.02
Puzzle,0.6
Racing,1.24
Role-Playing,26.25000000000001
Shooter,13.799999999999999
Simulation,15.77
Sports,0.0
Strategy,4.41
Visual Novel,0.0
