Genre,Name
Action,179
Action-Adventure,1
Adventure,154
Fighting,72
Misc,175
Music,1
Platform,74
Puzzle,80
Racing,173
Role-Playing,131
Shooter,76
Simulation,96
Sports,218
Strategy,131
