Genre,Total_Shipped
Action,3.5
Adventure,0.0
Fighting,0.0
Misc,1.85
Platform,41.74
Puzzle,1.32
Racing,4.16
Role-Playing,0.0
Shooter,29.58
Simulation,0.0
Sports,9.379999999999999
Strategy,0.0
