Genre,Name
Action,85
Action-Adventure,2
Adventure,110
Fighting,69
Misc,140
Platform,45
Puzzle,37
Racing,88
Role-Playing,90
Shooter,77
Simulation,76
Sports,133
Strategy,141
Visual Novel,1
