Platform,Name
3DS,5
And,17
BRW,6
DC,2
DS,503
DSi,1
DSiW,341
GBA,1
GEN,1
GIZ,2
Linux,1
Mob,2
NES,2
NG,1
OSX,15
PC,496
PS2,64
PS3,202
PSN,630
PSP,273
PSV,5
VC,62
WW,139
Wii,316
WinP,5
X360,220
XBL,349
