Genre,Total_Shipped
Action,0.0
Adventure,0.0
Fighting,0.0
Misc,1.45
Platform,0.0
Puzzle,0.0
Racing,1.52
Role-Playing,0.0
Shooter,0.0
Sports,0.0
Strategy,0.0
