Genre,Total_Shipped
Action,5.98
Adventure,0.51
Education,0.0
Fighting,0.0
Misc,0.0
Platform,26.220000000000006
Puzzle,0.0
Racing,4.66
Role-Playing,6.340000000000001
Shooter,0.26
Simulation,1.12
Sports,0.0
Strategy,4.12
