Genre,Total_Shipped
Action,1.19
Action-Adventure,0.0
Adventure,3.83
Fighting,5.75
Misc,2.19
Platform,18.05
Puzzle,3.89
Racing,0.0
Role-Playing,4.0
Shooter,3.16
Simulation,0.0
Sports,0.0
Strategy,0.76
