Genre,Total_Shipped
Action,4.14
Action-Adventure,0.26
Adventure,9.489999999999998
Fighting,5.02
Misc,37.390000000000015
Music,0.0
Party,0.0
Platform,40.24000000000001
Puzzle,4.59
Racing,1.29
Role-Playing,27.28
Shooter,14.1
Simulation,5.25
Sports,84.89
Strategy,1.3499999999999999
