Genre,Total_Shipped
Action,12.16
Action-Adventure,0.32
Adventure,10.05
Fighting,8.3
Misc,1.22
Platform,8.21
Puzzle,2.03
Racing,13.549999999999999
Role-Playing,41.95999999999999
Shooter,0.0
Simulation,2.98
Sports,3.2199999999999998
Strategy,11.66
Visual Novel,0.2
