Platform,Name
2600,1
3DS,63
Amig,1
And,7
DS,1
Linux,11
NS,347
OSX,10
PC,263
PS3,9
PS4,382
PSP,1
PSV,127
Wii,5
WiiU,14
X360,9
XOne,230
iOS,5
