Genre,Total_Shipped
Action,0.0
Action-Adventure,0.0
Adventure,0.0
Misc,2.14
Music,0.0
Platform,0.0
Puzzle,1.1
Racing,0.0
Role-Playing,0.0
Shooter,0.0
Sports,0.0
Strategy,0.0
Visual Novel,0.0
