Platform,Name
2600,1
3DO,124
3DS,2
AJ,15
Amig,3
CD32,2
CDi,3
DS,4
DSiW,1
FMT,1
GB,94
GC,1
GEN,171
GG,82
GIZ,1
Lynx,2
MS,12
MSD,4
NES,22
NG,33
NS,1
OSX,2
PC,124
PCE,34
PCFX,3
PS,9
PS2,1
PS3,2
PSN,2
S32X,1
SAT,3
SCD,78
SNES,323
Wii,1
X360,1
