Genre,Total_Shipped
Action,1.14
Action-Adventure,0.0
Adventure,0.0
Fighting,0.0
Misc,0.0
Platform,9.909999999999998
Puzzle,0.0
Racing,0.0
Role-Playing,0.0
Shooter,0.0
Simulation,0.0
Sports,0.0
Strategy,0.0
