Genre,Name
Action,309
Action-Adventure,6
Adventure,248
Education,1
Fighting,93
MMO,2
Misc,380
Platform,151
Puzzle,183
Racing,147
Role-Playing,208
Sandbox,1
Shooter,238
Simulation,172
Sports,261
Strategy,173
