Genre,Total_Shipped
Action,11.14
Action-Adventure,4.15
Adventure,5.300000000000001
Fighting,1.42
MMO,2.7
Misc,3.8600000000000003
Music,0.0
Party,8.3
Platform,22.540000000000003
Puzzle,3.3900000000000006
Racing,0.99
Role-Playing,34.660000000000004
Shooter,3.3799999999999994
Simulation,0.66
Sports,1.52
Strategy,0.57
Visual Novel,0.33
