Genre,Name
Action,194
Action-Adventure,1
Adventure,166
Fighting,78
Misc,174
Party,2
Platform,104
Puzzle,59
Racing,160
Role-Playing,127
Shooter,149
Simulation,79
Sports,317
Strategy,126
